lastfm_gat_randomattack_remove_xgb,0.1711,0.3406,0.5086,0.6734,0.8165,0.8802,0.9005,0.9238,0.9285,0.9362,0.9471,0.9533,0.9611,0.9673,0.9736,0.9813,0.9907,0.9938,0.9984,1.0
lastfm_gat_randomattack_remove_lgb,0.1726,0.3468,0.5117,0.6812,0.8149,0.8818,0.9114,0.9222,0.9331,0.9362,0.9502,0.9533,0.9565,0.9642,0.972,0.9798,0.9829,0.9891,0.9953,1.0
lastfm_gat_randomattack_remove_rf,0.1711,0.3468,0.5179,0.6843,0.8149,0.8802,0.9176,0.9331,0.9378,0.9456,0.9565,0.9611,0.9689,0.9751,0.9798,0.9829,0.986,0.9953,1.0,1.0
lastfm_gat_randomattack_remove_lr,0.1649,0.3375,0.5054,0.6719,0.8103,0.8663,0.8896,0.9036,0.916,0.9191,0.9253,0.9331,0.944,0.9565,0.9611,0.9689,0.9751,0.9829,0.9922,1.0
lastfm_gat_randomattack_remove_mutation,0.1649,0.339,0.5148,0.675,0.79,0.8678,0.8834,0.9005,0.9067,0.9145,0.9253,0.9425,0.9456,0.9549,0.9642,0.9689,0.972,0.9813,0.9922,1.0
lastfm_gat_randomattack_remove_fusion,0.1726,0.3468,0.5148,0.6812,0.8149,0.8818,0.9114,0.93,0.9393,0.9471,0.9518,0.958,0.9627,0.9689,0.9751,0.9798,0.9876,0.9938,0.9953,1.0
lastfm_gat_randomattack_remove_margin,0.1089,0.2193,0.3173,0.3872,0.4541,0.5101,0.563,0.6143,0.6656,0.7185,0.7558,0.8009,0.8367,0.8616,0.8942,0.9176,0.9393,0.9642,0.9876,1.0
lastfm_gat_randomattack_remove_deepGini,0.0824,0.1726,0.2411,0.3033,0.3639,0.4215,0.479,0.5257,0.5723,0.6143,0.6485,0.6812,0.7107,0.7496,0.7947,0.8336,0.8802,0.9191,0.9627,1.0
lastfm_gat_randomattack_remove_leastConfidence,0.1026,0.1928,0.2722,0.3421,0.4075,0.4743,0.535,0.5988,0.647,0.6952,0.7434,0.7776,0.8212,0.8491,0.8725,0.9036,0.9316,0.9627,0.9844,1.0
lastfm_gat_randomattack_remove_random,0.0482,0.1011,0.1446,0.2006,0.2457,0.2877,0.3406,0.3997,0.4572,0.5039,0.549,0.5956,0.6361,0.6719,0.7294,0.7885,0.8445,0.8958,0.9533,1.0
lastfm_gat_randomattack_remove_fusion_weight,0.1726,0.3468,0.5148,0.6812,0.8149,0.8818,0.9114,0.93,0.9393,0.9471,0.9518,0.958,0.9627,0.9689,0.9751,0.9798,0.9876,0.9938,0.9953,1.0
lastfm_gat_randomattack_remove_fusion_stacking,0.1617,0.3204,0.4712,0.6267,0.7947,0.8787,0.902,0.9082,0.9191,0.9269,0.9347,0.9409,0.944,0.9471,0.9596,0.972,0.9782,0.9891,0.9953,1.0
lastfm_gat_randomattack_remove_fusion_voting,0.1649,0.3297,0.4821,0.6439,0.8072,0.8725,0.8834,0.8911,0.9005,0.9098,0.9207,0.9269,0.9331,0.9409,0.9533,0.9689,0.9751,0.9891,0.9969,1.0
