cora_gat_pgdattack_xgb,0.1799,0.3704,0.545,0.672,0.7937,0.8519,0.8889,0.8995,0.9101,0.9153,0.9259,0.9312,0.9577,0.963,0.9788,0.9841,0.9894,0.9947,1.0,1.0
cora_gat_pgdattack_lgb,0.1905,0.3704,0.5344,0.6825,0.7831,0.8571,0.8995,0.9101,0.9312,0.9312,0.9418,0.9524,0.9577,0.9683,0.9788,0.9894,1.0,1.0,1.0,1.0
cora_gat_pgdattack_rf,0.2063,0.4021,0.5608,0.6931,0.8042,0.8677,0.9048,0.9259,0.9471,0.9471,0.963,0.963,0.9683,0.9788,0.9841,0.9841,0.9947,0.9947,0.9947,1.0
cora_gat_pgdattack_lr,0.164,0.3598,0.545,0.7037,0.7725,0.8254,0.873,0.8889,0.9048,0.9048,0.9101,0.9206,0.9206,0.9312,0.9524,0.963,0.9683,0.9735,0.9947,1.0
cora_gat_pgdattack_mutation,0.2116,0.4074,0.5873,0.7037,0.8042,0.873,0.8889,0.9048,0.9101,0.9259,0.9471,0.963,0.963,0.9683,0.9735,0.9735,0.9788,0.9788,0.9894,1.0
cora_gat_pgdattack_fusion,0.2011,0.4021,0.545,0.6825,0.7989,0.8519,0.8995,0.9259,0.9418,0.9471,0.9471,0.9524,0.9524,0.9683,0.9894,0.9947,0.9947,0.9947,1.0,1.0
cora_gat_pgdattack_margin,0.1323,0.2434,0.3651,0.4762,0.5556,0.6402,0.7249,0.7778,0.8148,0.8466,0.8889,0.9048,0.9259,0.9577,0.9683,0.9841,0.9841,0.9894,0.9947,1.0
cora_gat_pgdattack_deepGini,0.127,0.2116,0.3175,0.418,0.5397,0.6032,0.7037,0.746,0.7831,0.8413,0.8677,0.9101,0.9418,0.9418,0.963,0.9683,0.9788,0.9841,0.9947,1.0
cora_gat_pgdattack_leastConfidence,0.1534,0.2698,0.3598,0.4921,0.582,0.6667,0.7354,0.7937,0.8254,0.8677,0.8995,0.9312,0.9577,0.9735,0.9894,0.9894,0.9894,0.9894,0.9947,1.0
cora_gat_pgdattack_random,0.0635,0.1111,0.164,0.2116,0.2593,0.3069,0.3439,0.3862,0.4339,0.4868,0.545,0.5926,0.6243,0.6984,0.7143,0.7619,0.8254,0.9153,0.9577,1.0
cora_gat_pgdattack_fusion_weight,0.2011,0.4021,0.545,0.6772,0.7989,0.8519,0.8995,0.9259,0.9418,0.9471,0.9471,0.9577,0.963,0.9683,0.9894,0.9947,0.9947,0.9947,1.0,1.0
cora_gat_pgdattack_fusion_stacking,0.1323,0.3122,0.4815,0.6667,0.8095,0.8519,0.8519,0.8519,0.8624,0.873,0.9048,0.9206,0.9259,0.9365,0.9418,0.9471,0.9683,0.9788,0.9894,1.0
cora_gat_pgdattack_fusion_voting,0.1429,0.3175,0.4868,0.6772,0.8042,0.8307,0.8466,0.8624,0.8783,0.8942,0.9048,0.9206,0.9259,0.9312,0.9365,0.963,0.9683,0.9788,0.9841,1.0
