lastfm_graphsage_xgb,0.2136,0.4197,0.62,0.7656,0.7996,0.8204,0.8393,0.8544,0.8677,0.879,0.8998,0.9263,0.9395,0.9509,0.9584,0.9603,0.9792,0.9849,0.9887,1.0
lastfm_graphsage_lgb,0.2079,0.4234,0.6219,0.7675,0.8034,0.8336,0.8544,0.8677,0.8885,0.9093,0.9187,0.9206,0.9301,0.9414,0.9565,0.9716,0.9811,0.9905,0.9962,1.0
lastfm_graphsage_rf,0.2117,0.4253,0.6219,0.7618,0.8374,0.862,0.8847,0.8922,0.8998,0.9187,0.9338,0.9527,0.9584,0.9641,0.9698,0.9716,0.983,0.9905,0.9962,1.0
lastfm_graphsage_lr,0.2042,0.414,0.6181,0.7486,0.7921,0.8261,0.8488,0.862,0.8752,0.8866,0.8941,0.9093,0.9244,0.9282,0.9376,0.949,0.9603,0.9792,0.9887,1.0
lastfm_graphsage_mutation,0.206,0.3989,0.4612,0.5104,0.5312,0.5577,0.5879,0.6181,0.7202,0.7769,0.7958,0.8185,0.8469,0.8828,0.9112,0.9338,0.9509,0.9716,0.9849,1.0
lastfm_graphsage_fusion,0.2117,0.4253,0.62,0.7694,0.828,0.8582,0.879,0.896,0.913,0.9225,0.9395,0.949,0.9584,0.9716,0.9792,0.9868,0.9924,0.9962,0.9981,1.0
lastfm_graphsage_margin,0.1569,0.31,0.4423,0.569,0.6711,0.7694,0.8261,0.8488,0.8696,0.8866,0.9017,0.9187,0.9357,0.9452,0.9509,0.9622,0.9698,0.9849,0.9943,1.0
lastfm_graphsage_deepGini,0.2023,0.3497,0.4518,0.5444,0.6257,0.7032,0.7543,0.7996,0.8318,0.8696,0.896,0.9112,0.9225,0.9357,0.9509,0.9622,0.9716,0.9773,0.9905,1.0
lastfm_graphsage_leastConfidence,0.2042,0.3592,0.4802,0.5709,0.6673,0.7599,0.8223,0.862,0.879,0.8998,0.9149,0.9263,0.9357,0.9452,0.9509,0.9641,0.9773,0.983,0.9943,1.0
lastfm_graphsage_random,0.0567,0.121,0.1739,0.2306,0.2968,0.3497,0.3951,0.4386,0.4839,0.535,0.5936,0.6408,0.6767,0.7221,0.7675,0.8129,0.8488,0.896,0.9527,1.0
lastfm_graphsage_fusion_weight,0.2117,0.4253,0.62,0.7694,0.8299,0.8582,0.879,0.8941,0.913,0.9225,0.9395,0.9471,0.9584,0.9716,0.9792,0.9868,0.9924,0.9962,0.9981,1.0
lastfm_graphsage_fusion_stacking,0.1985,0.397,0.5936,0.7694,0.7902,0.8034,0.8185,0.8318,0.8469,0.8582,0.8715,0.8941,0.8998,0.9168,0.9376,0.9603,0.9679,0.983,0.9924,1.0
lastfm_graphsage_fusion_voting,0.2023,0.4064,0.6087,0.7656,0.7769,0.7883,0.8072,0.8204,0.8412,0.8526,0.8696,0.8904,0.896,0.9149,0.9357,0.9527,0.9603,0.9792,0.9905,1.0
